User Count,Mean Accuracy,Std Dev Accuracy,Mean Training Time (s),Std Dev Training Time (s)
5,0.9166900864029668,0.049038582043155095,16.36110475063324,3.747832890246062
10,0.9202560480668408,0.06704740145534323,23.391453886032103,6.519992480690178
15,0.9312438419341937,0.019642961445871996,25.418255281448364,5.551940840466904
20,0.9116637752816759,0.018164532234765947,44.518750071525574,8.457983095374042
